,Imagem,FEX-esperada,FEX-detectada
3386,4830,surprise,surprise
3387,4833,surprise,surprise
3388,483,surprise,surprise
3389,4843,surprise,surprise
3390,4865,surprise,neutral
3391,4876,surprise,surprise
3392,4894,surprise,surprise
3393,4913,surprise,neutral
3394,4917,surprise,neutral
3395,4918,surprise,surprise
3396,491,surprise,surprise
3397,4923,surprise,surprise
3398,4948,surprise,surprise
3399,4952,surprise,surprise
3400,4960,surprise,surprise
3401,4968,surprise,angry
3402,4980,surprise,sad
3403,4988,surprise,surprise
3404,4997,surprise,fear
3405,5001,surprise,neutral
3406,5011,surprise,surprise
3407,5023,surprise,surprise
3408,5035,surprise,surprise
3409,5049,surprise,neutral
3410,5056,surprise,surprise
3411,5076,surprise,surprise
3412,5100,surprise,neutral
3413,5108,surprise,surprise
3414,5111,surprise,surprise
3415,5122,surprise,sad
3416,5128,surprise,surprise
3417,5133,surprise,happy
3418,5138,surprise,disgust
3419,5175,surprise,neutral
3420,5185,surprise,fear
3421,518,surprise,sad
3422,5196,surprise,surprise
3423,5231,surprise,surprise
3424,5234,surprise,neutral
3425,5243,surprise,surprise
3426,5249,surprise,neutral
3427,525,surprise,surprise
3428,5260,surprise,surprise
3429,526,surprise,surprise
3430,5270,surprise,surprise
3431,5279,surprise,happy
3432,5292,surprise,surprise
3433,5296,surprise,sad
3434,5305,surprise,surprise
3435,5319,surprise,surprise
3436,5333,surprise,surprise
3437,5338,surprise,surprise
3438,533,surprise,surprise
3439,5360,surprise,surprise
3440,5368,surprise,surprise
3441,5378,surprise,disgust
3442,5386,surprise,neutral
3443,5424,surprise,surprise
3444,5427,surprise,surprise
3445,5429,surprise,surprise
3446,5430,surprise,neutral
3447,5433,surprise,surprise
3448,5436,surprise,surprise
3449,543,surprise,happy
3450,5473,surprise,surprise
3451,5494,surprise,angry
3452,550,surprise,fear
3453,552,surprise,surprise
3454,563,surprise,fear
3455,570,surprise,surprise
3456,577,surprise,surprise
3457,594,surprise,neutral
3458,60,surprise,neutral
3459,612,surprise,neutral
3460,625,surprise,surprise
3461,62,surprise,neutral
3462,631,surprise,surprise
3463,635,surprise,neutral
3464,647,surprise,disgust
3465,653,surprise,fear
3466,656,surprise,surprise
3467,664,surprise,surprise
3468,673,surprise,surprise
3469,692,surprise,surprise
3470,69,surprise,surprise
3471,705,surprise,surprise
3472,707,surprise,sad
3473,71,surprise,angry
3474,724,surprise,neutral
3475,741,surprise,surprise
3476,749,surprise,surprise
3477,754,surprise,neutral
3478,796,surprise,sad
3479,79,surprise,neutral
3480,806,surprise,fear
3481,815,surprise,neutral
3482,819,surprise,surprise
3483,81,surprise,surprise
3484,835,surprise,neutral
3485,848,surprise,surprise
3486,84,surprise,angry
3487,858,surprise,surprise
3488,860,surprise,surprise
3489,874,surprise,angry
3490,880,surprise,angry
3491,905,surprise,neutral
3492,925,surprise,fear
3493,934,surprise,surprise
3494,935,surprise,sad
3495,958,surprise,surprise
3496,960,surprise,surprise
3497,965,surprise,surprise
3498,988,surprise,surprise
3499,999,surprise,surprise
